ID,Contenitore,Categoria,Lat,Long,LDCN,PRCD,Scheda_Chiesa,Numero opere,Link_StorieMemorie,Link_OrigineBologna,Link_BibSalaBorsa,Link_Wiki,Link_GenusBononiae,Link_CentroFasoli,Link_Archiginnasio,Link_Carisbo,Link_Beweb,Link_CatBBCC,Link_Chiese_ita,Path
1,Basilica di S. Antonio da Padova,"Conventi e monasteri, Non più esistente",44.48605212310638,11.35946248413636,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Antonio%20da%20Padova&page=1&filtrolocalizzazione_OA=5412%7C6107,,,19,,,https://www.bibliotecasalaborsa.it/bolognaonline/cronologia-di-bologna/1904/la_basilica_di_santantonio_da_padova,,,,,,,,,
2,Basilica dei SS. Bartolomeo e Gaetano,Basiliche e cattedrali,44.49414178281467,11.34715903558172,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20dei%20SS.%20Bartolomeo%20e%20Gaetano&page=1&filtrolocalizzazione_OA=5412%7C6151,,,16,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-dei-santi-bartolomeo-e-gaetano,,,,,,,,,,,
3,Basilica di S. Domenico,Basiliche e cattedrali,44.4897989007687,11.344028235581721,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Domenico&page=1&filtrolocalizzazione_OA=5412%7C165,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Domenico&page=1&filtroprovenienza_OA=5412%7C165,https://catalogo.fondazionezeri.unibo.it/scheda/opera/120033/,132,"https://www.storiaememoriadibologna.it/archivio/luoghi/basilica-di-san-domenico",,,,,,,,,,,
4,Convento di S. Domenico,Conventi e monasteri,44.4895336268604,11.344123414028747,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Domenico&page=1&filtrolocalizzazione_OA=5412%7C1112,,,8,,,,,,,,,,,,
5,Museo di S. Domenico,Musei,44.4895336268604,11.344123414028747,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Museo%20di%20S.%20Domenico&page=1&filtrolocalizzazione_OA=5412%7C8300,,,,,,,,,,,,,,,
6,Basilica di S. Francesco,Basiliche e cattedrali,44.495460955414146,11.335398832866856,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Francesco&page=1&filtrolocalizzazione_OA=5412%7C259,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Francesco&page=1&filtroprovenienza_OA=5412%7C259,https://catalogo.fondazionezeri.unibo.it/scheda/opera/117612/,51,https://www.storiaememoriadibologna.it/archivio/luoghi/basilica-di-san-francesco,,,,,,,,,,,
7,Convento di S. Francesco,Conventi e monasteri,44.495460955414146,11.335398832866856,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Francesco&page=1&filtrolocalizzazione_OA=5412%7C279,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Francesco&page=1&filtroprovenienza_OA=5412%7C279,,19,,,,,,,,,,,,
8,Basilica di S. Giacomo Maggiore,Basiliche e cattedrali,44.49566418498975,11.34897353558172,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Giacomo%20Maggiore&page=1&filtrolocalizzazione_OA=5412%7C6152,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Giacomo%20Maggiore&page=1&filtroprovenienza_OA=5412%7C8270,,158,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-san-giacomo-maggiore,,,,,,,,,,,
9,Convento di S. Giacomo Maggiore,Conventi e monasteri,44.4961577165818,11.350121541867333,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Giacomo%20Maggiore&page=1&filtrolocalizzazione_OA=5412%7C3301,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Giacomo%20Maggiore&page=1&filtroprovenienza_OA=5412%7C7297,,7,,,,,,,,,,,,
10,Basilica di S. Maria dei Servi,Basiliche e cattedrali,44.492059854919816,11.352073162562371,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Maria%20dei%20Servi&page=1&filtrolocalizzazione_OA=5412%7C10036,,https://catalogo.fondazionezeri.unibo.it/scheda/opera/118873/,71,,"https://www.originebologna.com/strade/strada-maggiore/n-279-280/",,,,,,,,,,
11,Basilica di S. Maria Maggiore,Basiliche e cattedrali,44.49821856771983,11.34193676441828,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Maria%20Maggiore&page=1&filtrolocalizzazione_OA=5412%7C379,,,5,,https://www.originebologna.com/strade/galliera/n-583/,,,,,,,,,,
12,Basilica di S. Martino Maggiore,Basiliche e cattedrali,44.49739002222067,11.346667706745162,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Martino%20Maggiore&page=1&filtrolocalizzazione_OA=5412%7C6158,,https://catalogo.fondazionezeri.unibo.it/scheda/opera/120073/,41,,https://www.originebologna.com/strade/case-nuove-di-san-martino/n-1958/,,,,,,,,,,
13,Convento di S. Martino Maggiore,Conventi e monasteri,44.49739002222067,11.346667706745162,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=convento%20di%20s.%20martino%20maggiore&page=1&filtrolocalizzazione_OA=5412%7C6157,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=convento%20di%20s.%20martino%20maggiore&page=1&filtroprovenienza_OA=5412%7C4089,,8,,,,,,,,,,,,
14,Oratorio di S. Martino,Oratori,44.49739002222067,11.346667706745162,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Oratorio%20di%20S.%20Martino&page=1&filtrolocalizzazione_OA=5412%7C1956,,,2,,,,,,,,,,,,
15,Basilica di S. Paolo Maggiore,Basiliche e cattedrali,44.49134588260187,11.339900249072047,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Paolo%20Maggiore&page=1&filtrolocalizzazione_OA=5412%7C10010,,,45,,https://www.originebologna.com/strade/trebbo-dei-carbonesi/n-389/,,,,,,,,,,
16,Basilica di S. Petronio,Basiliche e cattedrali,44.49350872470367,11.343197006745163,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Petronio&page=1&filtrolocalizzazione_OA=5412%7C3361,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Petronio&page=1&filtroprovenienza_OA=5412%7C3361,https://catalogo.fondazionezeri.unibo.it/scheda/opera/106787/,212,,https://www.originebologna.com/strade/piazza-maggiore-o-piazza-maggiore-nuova/basilica-di-san-petronio/,,,,,,,,,,
17,Museo di S. Petronio,Musei,44.49350872470367,11.343197006745163,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Museo%20di%20S.%20Petronio&page=1&filtrolocalizzazione_OA=5412%7C561,,,76,,,,,,,,,,,,
18,Basilica di S. Stefano,Basiliche e cattedrali,44.4922470636796,11.348515534359407,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Stefano&page=1&filtrolocalizzazione_OA=5412%7C2096,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Basilica%20di%20S.%20Stefano&page=1&filtroprovenienza_OA=5412%7C2207,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&SGTI_SGTT=nel+complesso+di+Santo+Stefano,48,,"https://www.storiaememoriadibologna.it/archivio/luoghi/basilica-di-santo-stefano",,,,,,,,,,
19,Convento di S. Stefano,Conventi e monasteri,44.4922470636796,11.348515534359407,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Stefano&page=1&filtrolocalizzazione_OA=5412%7C4205,,,2,,,,,,,,,,,,
20,Museo di S. Stefano,Musei,44.4922470636796,11.348515534359407,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Museo%20di%20S.%20Stefano&page=1&filtrolocalizzazione_OA=5412%7C3251,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Museo%20di%20S.%20Stefano&page=1&filtroprovenienza_OA=5412%7C3251,,47,,,,,,,,,,,,
21,Cattedrale Metropolitana di S. Pietro,Basiliche e cattedrali,44.496074631003225,11.342949306745163,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20Metropolitana%20di%20S.%20Pietro&page=1&filtrolocalizzazione_OA=5412%7C7211,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20Metropolitana%20di%20S.%20Pietro&page=1&filtroprovenienza_OA=5412%7C7211,,45,https://www.storiaememoriadibologna.it/archivio/luoghi/cattedrale-di-s-pietro-di-bologna,,,,,,,,,,,
22,Chiesa dei SS. Fabiano e Sebastiano,Chiese,44.495925884285676,11.340193720235488,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20dei%20SS.%20Fabiano%20e%20Sebastiano&page=1&filtroprovenienza_OA=5412%7C7469,,1,,https://www.originebologna.com/strade/battisasso/isola-della-chiesa-dei-ss-sebastiano-e-fabiano-e-della-croce-dei-martiri/,,,,,,,,,,
23,Chiesa dei SS. Filippo e Giacomo,Chiese,44.50119731789288,11.334187035581719,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20dei%20SS.%20Filippo%20e%20Giacomo&page=1&filtroprovenienza_OA=5412%7C8262,,1,"https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-dei-santi-filippo-e-giacomo",,,,,,,,,,,
24,Chiesa dei SS. Filippo e Giacomo delle Convertite,Chiese,44.500371400223365,11.334716839293531,,https://catalogo.fondazionezeri.unibo.it/scheda/opera/57766/Carracci%20Ludovico%2C%20Madonna%20con%20Bambino%20in%20trono%20con%20san%20Francesco%20d%27Assisi%2C%20san%20Domenico%2C%20santa%20Maria%20Maddalena%20e%20la%20donatrice%20Cecilia%20Bargellini%20Boncompagni,,1,,https://www.originebologna.com/strade/strada-delle-lamme/n-301-302-303/,,,,,,,,,,
25,Chiesa dei SS. Gervasio e Protasio,Chiese,44.49611018954798,11.336585804889257,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20dei%20SS.%20Gervasio%20e%20Protasio&page=1&filtroprovenienza_OA=5412%7C7289,,1,,https://www.originebologna.com/strade/san-felice/n-94-95/,,,,,,,,,,
26,Chiesa dei SS. Gregorio e Siro,Chiese,44.49593806153661,11.339286744771513,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20dei%20SS.%20Gregorio%20e%20Siro&page=1&filtrolocalizzazione_OA=5412%7C9950,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20dei%20SS.%20Gregorio%20e%20Siro&page=1&filtroprovenienza_OA=5412%7C9950,,12,"https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-san-gregorio-e-siro",,,,,,,,,,,
27,Chiesa dei SS. Ludovico e Alessio,Chiese,44.495407219338034,11.334009859955303,,https://catalogo.fondazionezeri.unibo.it/scheda/opera/57071/Carracci%20Annibale%2C%20Madonna%20con%20Bambino%20in%20gloria%2C%20san%20Ludovico%20di%20Tolosa%2C%20santa%20Chiara%2C%20san%20Francesco%20d%27Assisi%2C%20sant%27Alessio%2C%20san%20Giovanni%20Battista%20e%20santa%20Caterina%20d%27Alessandria,,1,,https://www.originebologna.com/strade/pratello/n-857-858/,,,,,,,,,,
28,Chiesa dei SS. Naborre e Felice,Chiese,44.49754777992208,11.334306295110743,,https://catalogo.fondazionezeri.unibo.it/scheda/opera/57485/Gessi%20Francesco%2C%20San%20Francesco%20d%27Assisi%20riceve%20le%20stimmate,,2,,https://www.originebologna.com/strade/abbadia/n-376-1/,,,,,,,,,,
29,Monastero dei SS. Naborre e Felice//La Badia,Conventi e monasteri,44.49752146292612,11.334202181665285,,,,5,,https://www.originebologna.com/strade/abbadia/n-376-1/,,,,,,,,,,
30,Cripta di S. Zama,Altri luoghi di culto,44.49752146292612,11.334202181665285,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Cripta%20di%20S.%20Zama&page=1&filtrolocalizzazione_OA=5412%7C4780,,,3,,,,https://it.wikipedia.org/wiki/Cripta_di_San_Zama,,,,,,,,
31,Chiesa dei SS. Sebastiano e Rocco,Chiese,44.4943875710231,11.35441875581721,,,,1,,https://www.originebologna.com/strade/strada-san-vitale/n-137/,,,,,,,,,,
32,Conservatorio di S. Marta,Altri luoghi di culto,44.4941331359717,11.353977077908604,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Conservatorio%20di%20S.%20Marta&page=1&filtroprovenienza_OA=5412%7C8250,,3,,https://www.originebologna.com/strade/strada-san-vitale/n-136-135/,,,,,,,,,,
33,Chiesa dei SS. Vitale e Agricola,Chiese,44.49449902886031,11.350833620235488,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20dei%20SS.%20Vitale%20e%20Agricola&page=1&filtrolocalizzazione_OA=5412%7C6156,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20dei%20SS.%20Vitale%20e%20Agricola&page=1&filtroprovenienza_OA=5412%7C10515,,5,,https://www.originebologna.com/strade/strada-san-vitale/chiesa-dei-ss-vitale-e-agricola/,,,,,,,,,,
34,Monastero dei SS. Vitale e Agricola,Conventi e monasteri,44.49449902886031,11.350833620235488,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Monastero%20dei%20SS.%20Vitale%20e%20Agricola&page=1&filtroprovenienza_OA=5412%7C10516,,5,,https://www.originebologna.com/strade/strada-san-vitale/n45-54-monache-dei-ss-vitale-e-agricola/,,,,,,,,,,
35,Chiesa del Buon Gesù,Chiese,44.48850239650546,11.339965950927951,,,,1,,https://www.originebologna.com/strade/san-mamolo/n-20/,,,,,,,,,,
36,Chiesa del Corpus Domini,Chiese,44.489409301816764,11.339721193254837,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20del%20Corpus%20Domini&page=1&filtrolocalizzazione_OA=5412%7C2840,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20del%20Corpus%20Domini&page=1&filtroprovenienza_OA=5412%7C2840,,35,,,,https://it.wikipedia.org/wiki/Monastero_del_Corpus_Domini_(Bologna),,,,,,,,
37,Convento del Corpus Domini,Conventi e monasteri,44.48942460928847,11.339785566274186,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20del%20Corpus%20Domini&page=1&filtrolocalizzazione_OA=5412%7C6162,,,11,,,,,,,,,,,,
38,Chiesa di Gesù e Maria,Chiese,44.50397057943201,11.344381846487382,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20Ges%C3%B9%20e%20Maria&page=1&filtroprovenienza_OA=5412%7C6760,,3,,"https://www.originebologna.com/strade/galliera/n-543/",,,,,,,,,,
39,Chiesa della Madonna dei Poveri,Chiese,44.49265247814803,11.335659892010087,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20dei%20Poveri&page=1&filtrolocalizzazione_OA=5412%7C8353,,,5,,,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/place/chiesa-della-madonna-dei-poveri-9ee0b9,,,,,,,,,
40,Chiesa della Madonna del Baraccano,Chiese,44.485139830580245,11.35384203558172,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20del%20Baraccano&page=1&filtrolocalizzazione_OA=5412%7C7324,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20del%20Baraccano&page=1&filtroprovenienza_OA=5412%7C6078,https://catalogo.fondazionezeri.unibo.it/scheda/opera/119536/Ambrosi%20Giuseppe%20Antonio%20Barelli%20Agostino%2C%20null,7,,"https://www.originebologna.com/strade/mura-della-citta-wip/chiesa-della-b-v-del-baracano/",,,,,,,,,,
